,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,qc_summary
110,111.0,2022-11-04 18:05:20,False,True,True,True,True,False,True,36.35426079,38.0,pass_all
111,112.0,2022-11-04 18:09:23,False,True,True,True,True,False,True,36.23165667,45.0,pass_all
112,113.0,2022-11-04 18:12:50,False,True,True,False,False,False,True,64.2262829,78.0,fail_stanford
113,114.0,2022-11-04 18:16:52,False,True,True,False,False,False,True,63.60684294,111.0,fail_stanford
114,115.0,2022-11-04 18:20:21,False,True,True,True,True,False,True,63.37852169,50.0,pass_all
115,116.0,2022-11-04 18:23:41,False,True,True,True,True,False,True,63.52344901,43.0,pass_all
116,117.0,2022-11-04 18:26:58,False,True,True,False,False,False,True,51.79185421,78.0,fail_stanford
117,118.0,2022-11-04 18:30:20,False,True,True,True,True,False,True,51.89288694,58.0,pass_all
118,119.0,2022-11-04 18:33:38,False,True,True,True,True,False,True,41.03513565,52.0,pass_all
119,120.0,2022-11-04 18:37:26,False,True,True,True,True,False,True,41.05769018,60.0,pass_all
120,121.0,2022-11-04 18:40:28,False,True,True,True,True,False,True,41.06717465,43.0,pass_all
121,122.0,2022-11-04 18:44:10,False,True,True,True,True,False,True,37.22208975,49.0,pass_all
122,123.0,2022-11-04 18:47:17,False,True,True,False,False,False,True,22.96080187,32.0,fail_stanford
123,124.0,2022-11-04 18:51:04,False,True,True,True,True,False,True,22.86134795,21.0,pass_all
124,125.0,2022-11-04 18:54:32,False,True,True,False,False,False,True,33.99335078,33.0,fail_stanford
125,126.0,2022-11-04 18:58:34,False,True,True,True,True,False,True,86.47846766,84.0,pass_all
126,127.0,2022-11-04 19:02:07,False,True,True,True,True,False,True,86.50385597,92.0,pass_all
127,128.0,2022-11-04 19:05:47,False,True,True,False,False,False,True,64.0738374,76.0,fail_stanford
128,129.0,2022-11-04 19:09:13,False,True,True,True,True,False,True,64.04388035,67.0,pass_all
129,130.0,2022-11-04 19:13:22,False,True,True,True,True,False,True,47.49735582,57.0,pass_all
130,131.0,2022-11-04 19:17:16,False,True,True,True,True,False,True,47.6265528,49.0,pass_all
131,132.0,2022-11-04 19:21:22,False,True,True,False,False,False,True,68.91380845,77.0,fail_stanford
132,133.0,2022-11-04 19:24:27,False,True,True,True,True,False,True,52.18731032,33.0,pass_all
133,134.0,2022-11-04 19:28:09,False,True,True,True,True,False,True,52.27157174,72.0,pass_all
134,135.0,2022-11-04 19:31:29,False,True,True,True,True,False,True,52.52082822,62.0,pass_all
135,136.0,2022-11-04 19:35:17,False,True,True,True,True,False,True,52.34773665,74.0,pass_all
136,137.0,2022-11-04 19:38:33,False,True,True,True,True,False,True,52.29574557,61.0,pass_all
137,138.0,2022-11-04 19:42:02,False,True,True,True,True,False,True,52.17626439,26.0,pass_all
138,139.0,2022-11-04 19:45:32,False,True,True,False,False,False,True,93.75554256,48.0,fail_stanford
139,140.0,2022-11-04 19:49:06,False,True,True,True,True,False,True,93.83835817,111.0,pass_all
140,141.0,2022-11-04 19:52:31,False,True,True,True,True,False,True,93.98739157,80.0,pass_all
141,142.0,2022-11-04 19:55:58,False,True,True,True,True,False,True,58.83609694,77.0,pass_all
